PLATE_ID,ZONE_mm,NOTES,DATE PLATED,DATE RECORDED,Column,Antibiotic
C28_D1_R2_IS2_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C35_D1_R3_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C02_D1_R1_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C28_D1_R2_IS2_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C28_D1_R2_IS2_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C28_D1_R2_IS2_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C28_D1_R2_IS2_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C35_D1_R3_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C02_D1_R1_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C28_D1_R2_IS2_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C28_D1_R2_IS2_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C28_D1_R2_IS2_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C28_D1_R2_IS2_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C35_D1_R3_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C02_D1_R1_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C35_D1_R3_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C02_D1_R1_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D1_R1_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R1_IS3_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C02_D3_R2_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C02,Erythromycin
C28_D1_R2_IS2_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C28_D1_R2_IS2_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C28_D1_R2_IS2_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C28_D1_R2_IS2_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C28,Erythromycin
C35_D1_R3_IS1_1A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_1B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_2A,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C35_D1_R3_IS1_2B,0,Slight phenotypic change,[4.4.2023],[4.5.2023],C35,Erythromycin
C09_D3_R2_IS1_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C37_D6_R1_IS1_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C09_D3_R2_IS1_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C37_D6_R1_IS1_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C09_D3_R2_IS1_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C37_D6_R1_IS1_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C09_D3_R2_IS1_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS1_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS2_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R2_IS3_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS1_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS2_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_1A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_1B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_2A,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C09_D3_R3_IS3_2B,0,,[4.18.2023],[4.23.2023],C09,Erythromycin
C37_D6_R1_IS1_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS1_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R1_IS3_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_1A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_1B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_2A,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C37_D6_R2_IS2_2B,0,,[4.18.2023],[4.23.2023],C37,Erythromycin
C28_D1_R2_IS2_1A,0,Slight phenotypic change,[4.25.2023],[4.26.2023],C28,Erythromycin
C28_D1_R2_IS2_1B,0,Slight phenotypic change,[4.25.2023],[4.26.2023],C28,Erythromycin
C28_D1_R2_IS2_2A,0,Slight phenotypic change,[4.25.2023],[4.26.2023],C28,Erythromycin
C28_D1_R2_IS2_2B,0,Slight phenotypic change,[4.25.2023],[4.26.2023],C28,Erythromycin
C37_D6_R1_IS2_1A,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R1_IS2_1B,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R1_IS2_2A,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R1_IS2_2B,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R2_IS2_1A,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R2_IS2_1B,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R2_IS2_2A,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R2_IS2_2B,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R2_IS3_1A,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R2_IS3_1B,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R2_IS3_2A,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R2_IS3_2B,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R3_IS1_1A,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R3_IS1_1B,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R3_IS1_2A,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R3_IS1_2B,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C28_D1_R2_IS2_1A,0,Slight phenotypic change,[4.25.2023],[4.26.2023],C28,Erythromycin
C28_D1_R2_IS2_1B,0,Slight phenotypic change,[4.25.2023],[4.26.2023],C28,Erythromycin
C28_D1_R2_IS2_2A,0,Slight phenotypic change,[4.25.2023],[4.26.2023],C28,Erythromycin
C28_D1_R2_IS2_2B,0,Slight phenotypic change,[4.25.2023],[4.26.2023],C28,Erythromycin
C37_D6_R1_IS2_1A,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R1_IS2_1B,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R1_IS2_2A,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
C37_D6_R1_IS2_2B,0,,[4.25.2023],[4.26.2023],C37,Erythromycin
