PLATE_ID,ZONE_mm,NOTES,DATE PLATED,DATE RECORDED,Column,Antibiotic
C41_D1_R3_IS3_1B,25,,4/18/23,4/23/23,C41,erythromycin
C42_D1_R1_IS1_1A,25,,,3/21/23,C42,erythromycin
C42_D1_R1_IS1_1B,25,,,3/21/23,C42,erythromycin
C42_D1_R1_IS1_2B,25,,,3/21/23,C42,erythromycin
C42_D1_R1_IS2_1A,25,,,3/21/23,C42,erythromycin
C42_D1_R1_IS2_1B,25,,,3/21/23,C42,erythromycin
C42_D1_R1_IS2_2A,25,,,3/21/23,C42,erythromycin
C46_D1_R2_IS1_2A,25,,,3/29/23,C46,erythromycin
C46_D1_R2_IS1_2B,25,,,3/29/23,C46,erythromycin
C46_D1_R2_IS3_1B,25,Full zone,,3/29/23,C46,erythromycin
C46_D1_R3_IS2_1A,25,,,3/21/23,C46,erythromycin
C46_D1_R3_IS2_2A,25,,,3/21/23,C46,erythromycin
C02_D3_R3_IS2_1B,26,,4/4/23,4/5/23,C02,erythromycin
C02_D3_R3_IS2_2B,26,,4/4/23,4/5/23,C02,erythromycin
C21_D1_R2_IS2_1A,26,Full Zone,4/18/23,4/23/23,C21,erythromycin
C21_D1_R2_IS2_1B,26,Full Zone,4/18/23,4/23/23,C21,erythromycin
C21_D1_R3_IS2_1A,26,,4/18/23,4/23/23,C21,erythromycin
C21_D1_R3_IS2_2A,26,,4/18/23,4/23/23,C21,erythromycin
C21_D1_R3_IS2_2B,26,,4/18/23,4/23/23,C21,erythromycin
C21_D3_R1_IS1_1A,26,,4/25/23,4/26/23,C21,erythromycin
C21_D3_R1_IS1_1B,26,,4/25/23,4/26/23,C21,erythromycin
C21_D3_R1_IS1_2A,26,,4/25/23,4/26/23,C21,erythromycin
C21_D3_R1_IS1_2B,26,,4/25/23,4/26/23,C21,erythromycin
C21_D3_R2_IS2_2A,26,Full Zone,4/25/23,4/26/23,C21,erythromycin
C21_D3_R3_IS3_2A,26,Full Zone,4/25/23,4/26/23,C21,erythromycin
C26_D1_R1_IS1_1B,26,Full Zone,4/25/23,4/26/23,C26,erythromycin
C26_D1_R1_IS2_1A,26,Full Zone,4/4/23,4/5/23,C26,erythromycin
C26_D1_R1_IS2_1B,26,Full Zone,4/4/23,4/5/23,C26,erythromycin
C26_D1_R1_IS2_2A,26,Full Zone,4/4/23,4/5/23,C26,erythromycin
C26_D1_R2_IS3_2A,26,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R2_IS3_2B,26,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R3_IS1_1B,26,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R3_IS1_2B,26,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R3_IS3_1A,26,Full Zone,4/4/23,4/5/23,C26,erythromycin
C26_D1_R3_IS3_1B,26,Full Zone,4/4/23,4/5/23,C26,erythromycin
C26_D1_R3_IS3_2A,26,Full Zone,4/4/23,4/5/23,C26,erythromycin
C26_D1_R3_IS3_2B,26,Full Zone,4/4/23,4/5/23,C26,erythromycin
C27_D1_R2_IS3_2A,26,Full zone,,3/29/23,C27,erythromycin
C27_D3_R2_IS1_1A,26,,4/4/23,4/5/23,C27,erythromycin
C27_D3_R2_IS1_1B,26,,4/4/23,4/5/23,C27,erythromycin
C27_D3_R2_IS1_1B,26,Full Zone,4/25/23,4/26/23,C27,erythromycin
C27_D3_R2_IS1_2A,26,,4/4/23,4/5/23,C27,erythromycin
C27_D3_R2_IS1_2B,26,,4/4/23,4/5/23,C27,erythromycin
C27_D3_R2_IS1_2B,26,Full Zone,4/25/23,4/26/23,C27,erythromycin
C27_D3_R2_IS2_1A,26,,4/4/23,4/5/23,C27,erythromycin
C27_D3_R2_IS3_1B,26,,4/4/23,4/5/23,C27,erythromycin
C27_D3_R2_IS3_2A,26,,4/4/23,4/5/23,C27,erythromycin
C28_D1_R1_IS1_1A,26,,4/4/23,4/5/23,C28,erythromycin
C28_D1_R1_IS1_1B,26,,4/4/23,4/5/23,C28,erythromycin
C28_D1_R1_IS1_2A,26,,4/4/23,4/5/23,C28,erythromycin
C28_D1_R1_IS1_2B,26,,4/4/23,4/5/23,C28,erythromycin
C28_D1_R1_IS3_1A,26,Full Zone,4/4/23,4/5/23,C28,erythromycin
C28_D1_R3_IS2_1A,26,,4/4/23,4/5/23,C28,erythromycin
C28_D1_R3_IS2_1B,26,,4/4/23,4/5/23,C28,erythromycin
C28_D1_R3_IS2_2A,26,,4/4/23,4/5/23,C28,erythromycin
C30_D1_R2_IS2_2A,26,,[02.01.2023],[02.03.2023],C30,erythromycin
C35_D1_R1_IS1_1A,26,Full Zone,4/4/23,4/5/23,C35,erythromycin
C35_D1_R1_IS1_1B,26,Full Zone,4/4/23,4/5/23,C35,erythromycin
C35_D1_R2_IS1_1A,26,Full zone,,3/29/23,C35,erythromycin
C35_D1_R2_IS1_1A,26,,4/18/23,4/23/23,C35,erythromycin
C35_D1_R2_IS1_1B,26,,4/18/23,4/23/23,C35,erythromycin
C35_D1_R2_IS2_1A,26,Full zone,,3/29/23,C35,erythromycin
C35_D1_R2_IS2_1B,26,Full zone,,3/29/23,C35,erythromycin
C35_D1_R2_IS3_1A,26,,,3/29/23,C35,erythromycin
C35_D1_R2_IS3_1B,26,,,3/29/23,C35,erythromycin
C35_D1_R3_IS1_1A,26,Full Zone,4/25/23,4/26/23,C35,erythromycin
C35_D1_R3_IS1_1B,26,Full Zone,4/25/23,4/26/23,C35,erythromycin
C35_D1_R3_IS2_1A,26,Full Zone,4/4/23,4/5/23,C35,erythromycin
C35_D1_R3_IS2_1A,26,,4/18/23,4/23/23,C35,erythromycin
C35_D1_R3_IS2_1B,26,,4/18/23,4/23/23,C35,erythromycin
C35_D1_R3_IS2_2A,26,,4/18/23,4/23/23,C35,erythromycin
C35_D1_R3_IS2_2B,26,,,3/29/23,C35,erythromycin
C35_D1_R3_IS2_2B,26,Full Zone,4/4/23,4/5/23,C35,erythromycin
C35_D1_R3_IS2_2B,26,,4/18/23,4/23/23,C35,erythromycin
C38_D1_R2_IS2_2A,26,,[02.01.2023],[02.03.2023],C38,erythromycin
C41_D1_R1_IS2_1B,26,,4/18/23,4/23/23,C41,erythromycin
C41_D1_R1_IS2_2A,26,,4/18/23,4/23/23,C41,erythromycin
C41_D1_R1_IS2_2B,26,,4/18/23,4/23/23,C41,erythromycin
C41_D1_R2_IS1_1A,26,,4/18/23,4/23/23,C41,erythromycin
C41_D1_R2_IS1_2A,26,,4/18/23,4/23/23,C41,erythromycin
C41_D1_R2_IS1_2B,26,,4/18/23,4/23/23,C41,erythromycin
C41_D1_R2_IS3_2A,26,Full Zone,4/18/23,4/23/23,C41,erythromycin
C41_D1_R2_IS3_2B,26,Full Zone,4/18/23,4/23/23,C41,erythromycin
C41_D1_R3_IS2_2B,26,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS3_2B,26,,4/18/23,4/23/23,C41,erythromycin
C42_D1_R1_IS1_2A,26,,,3/21/23,C42,erythromycin
C42_D1_R1_IS2_2B,26,,,3/21/23,C42,erythromycin
C42_D1_R2_IS2_1A,26,,,3/21/23,C42,erythromycin
C42_D1_R2_IS2_1B,26,,,3/21/23,C42,erythromycin
C42_D1_R2_IS2_2B,26,,,3/21/23,C42,erythromycin
C46_D1_R2_IS1_1A,26,,,3/29/23,C46,erythromycin
C46_D1_R2_IS1_1B,26,,,3/29/23,C46,erythromycin
C46_D1_R2_IS2_1A,26,,,3/21/23,C46,erythromycin
C46_D1_R2_IS2_1B,26,,,3/21/23,C46,erythromycin
C46_D1_R2_IS3_1A,26,Full zone,,3/29/23,C46,erythromycin
C46_D1_R2_IS3_2B,26,Full zone,,3/29/23,C46,erythromycin
C46_D1_R3_IS1_2A,26,,,3/29/23,C46,erythromycin
C46_D1_R3_IS1_2B,26,,,3/29/23,C46,erythromycin
C46_D1_R3_IS2_1B,26,,,3/21/23,C46,erythromycin
C02_D0_R1_IS2_1A,27,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D0_R1_IS2_1B,27,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D0_R1_IS2_2A,27,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D0_R1_IS2_2B,27,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R1_IS1_2B,27,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R2_IS2_1A,27,Full Zone,4/25/23,4/26/23,C02,erythromycin
C02_D3_R2_IS2_2B,27,Full Zone,4/25/23,4/26/23,C02,erythromycin
C02_D3_R2_IS3_1A,27,,4/4/23,4/5/23,C02,erythromycin
C02_D3_R2_IS3_1B,27,,4/4/23,4/5/23,C02,erythromycin
C02_D3_R2_IS3_2A,27,,4/4/23,4/5/23,C02,erythromycin
C02_D3_R3_IS1_1A,27,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R3_IS1_1B,27,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R3_IS1_2A,27,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R3_IS1_2B,27,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R3_IS2_2A,27,,4/4/23,4/5/23,C02,erythromycin
C21_D1_R3_IS1_1A,27,,4/18/23,4/23/23,C21,erythromycin
C21_D1_R3_IS1_1B,27,,4/18/23,4/23/23,C21,erythromycin
C21_D1_R3_IS1_2A,27,,4/18/23,4/23/23,C21,erythromycin
C21_D1_R3_IS2_1B,27,,4/18/23,4/23/23,C21,erythromycin
C21_D3_R2_IS2_1A,27,Full Zone,4/25/23,4/26/23,C21,erythromycin
C21_D3_R2_IS2_1B,27,Full Zone,4/25/23,4/26/23,C21,erythromycin
C21_D3_R3_IS3_1A,27,Full Zone,4/25/23,4/26/23,C21,erythromycin
C21_D3_R3_IS3_1B,27,Full Zone,4/25/23,4/26/23,C21,erythromycin
C21_D3_R3_IS3_2B,27,Full Zone,4/25/23,4/26/23,C21,erythromycin
C23_D1_R1_IS2_2A,27,,4/25/23,4/26/23,C23,erythromycin
C23_D1_R1_IS2_2B,27,,4/25/23,4/26/23,C23,erythromycin
C26_D1_R1_IS1_2B,27,Full Zone,4/25/23,4/26/23,C26,erythromycin
C26_D1_R2_IS1_1A,27,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R2_IS1_1B,27,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R2_IS1_2A,27,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R2_IS1_2B,27,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R2_IS2_1A,27,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R3_IS3_1A,27,Full Zone,4/25/23,4/26/23,C26,erythromycin
C27_D1_R2_IS3_1B,27,Full zone,,3/29/23,C27,erythromycin
C27_D3_R2_IS1_1A,27,Full Zone,4/25/23,4/26/23,C27,erythromycin
C27_D3_R2_IS1_2A,27,Full Zone,4/25/23,4/26/23,C27,erythromycin
C27_D3_R2_IS2_2A,27,,4/4/23,4/5/23,C27,erythromycin
C27_D3_R2_IS2_2B,27,,4/4/23,4/5/23,C27,erythromycin
C27_D3_R2_IS3_1A,27,,4/4/23,4/5/23,C27,erythromycin
C28_D1_R1_IS3_1B,27,Full Zone,4/4/23,4/5/23,C28,erythromycin
C28_D1_R2_IS3_1A,27,Full zone,,3/29/23,C28,erythromycin
C28_D1_R2_IS3_1B,27,Full zone,,3/29/23,C28,erythromycin
C28_D1_R3_IS2_2B,27,,4/4/23,4/5/23,C28,erythromycin
C30_D1_R1_IS2_2A,27,,[02.01.2023],[02.03.2023],C30,erythromycin
C30_D1_R2_IS2_2B,27,,[02.01.2023],[02.03.2023],C30,erythromycin
C35_D1_R1_IS1_2A,27,Full Zone,4/4/23,4/5/23,C35,erythromycin
C35_D1_R1_IS1_2B,27,Full Zone,4/4/23,4/5/23,C35,erythromycin
C35_D1_R2_IS1_1B,27,Full zone,,3/29/23,C35,erythromycin
C35_D1_R2_IS1_2A,27,,4/18/23,4/23/23,C35,erythromycin
C35_D1_R2_IS1_2B,27,Full zone,,3/29/23,C35,erythromycin
C35_D1_R2_IS1_2B,27,,4/18/23,4/23/23,C35,erythromycin
C35_D1_R2_IS2_2A,27,Full zone,,3/29/23,C35,erythromycin
C35_D1_R2_IS3_2A,27,,,3/29/23,C35,erythromycin
C35_D1_R3_IS2_1B,27,,,3/29/23,C35,erythromycin
C35_D1_R3_IS2_1B,27,Full Zone,4/4/23,4/5/23,C35,erythromycin
C41_D1_R1_IS2_1A,27,,4/18/23,4/23/23,C41,erythromycin
C41_D1_R1_IS3_1A,27,Full zone,,3/29/23,C41,erythromycin
C41_D1_R1_IS3_2B,27,Full zone,,3/29/23,C41,erythromycin
C41_D1_R2_IS3_2A,27,Full zone,,3/29/23,C41,erythromycin
C41_D1_R2_IS3_2B,27,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS2_1A,27,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS2_1B,27,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS2_2A,27,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS3_2A,27,,4/18/23,4/23/23,C41,erythromycin
C42_D1_R2_IS2_2A,27,,,3/21/23,C42,erythromycin
C46_D1_R2_IS3_2A,27,Full zone,,3/29/23,C46,erythromycin
